case_id,source,category,subcategory,prev,wrong,next,expected,note,fragment
t2_0617,test2.csv,real-word,right-only,2-step,phases,randomized,phase,realword confusion within edit<=2; label=right-only; corr_both=ok,the objectives of this 2-step phases randomized double-blinded placebo-controlled study are
t2_0618,test2.csv,real-word,left-only,coronavirus,diseases,covid-19,disease,realword confusion within edit<=2; label=left-only; corr_both=ok,background the widespread coronavirus diseases covid-19 has led to high
t2_0619,test2.csv,real-word,right-only,regular,joints,of,points,realword confusion within edit<=2; label=right-only; corr_both=ok,health care workers during regular joints of care for information on
t2_0620,test2.csv,real-word,both-needed,higher,adds,for,odds,realword confusion within edit<=2; label=both-needed; corr_both=ok,was associated with 15-fold higher adds for reporting covid-19 infection aor
t2_0621,test2.csv,real-word,both-needed,the,rapd,detection,rapid,realword confusion within edit<=2; label=both-needed; corr_both=ok,onto cotton swabs for the rapd detection of flu and viruses
t2_0622,test2.csv,real-word,left-only,lessons,form,external,from,realword confusion within edit<=2; label=left-only; corr_both=ok,were given recorded online lessons form external higher-quality teachers had higher
t2_0623,test2.csv,real-word,both-needed,orthodontic,patient,during,patients,realword confusion within edit<=2; label=both-needed; corr_both=ok,attitudes and perspectives of orthodontic patient during the covid-19 epidemic in
t2_0624,test2.csv,real-word,right-only,characteristics,healthy,information,health,realword confusion within edit<=2; label=right-only; corr_both=ok,associated factors including sociodemographic characteristics healthy information contact history-related information experience
t2_0625,test2.csv,real-word,right-only,to,jack,of,lack,realword confusion within edit<=2; label=right-only; corr_both=ok,around the world due to jack of medical equipment
t2_0626,test2.csv,real-word,right-only,posterior,corneas,surface,corneal,realword confusion within edit<=2; label=right-only; corr_both=ok,emphasises the necessity of posterior corneas surface assessment in kc as
t2_0627,test2.csv,real-word,right-only,random,sampled,from,samples,realword confusion within edit<=2; label=right-only; corr_both=ok,sequenced along with three random sampled from covid-19 patients hospitalized in
t2_0628,test2.csv,real-word,right-only,gps,faced,absolute,based,realword confusion within edit<=2; label=right-only; corr_both=ok,primarily utilize combination of gps faced absolute location and bluetooth based
t2_0629,test2.csv,real-word,left-only,readmission,includes,age,included,realword confusion within edit<=2; label=left-only; corr_both=ok,risk factors for readmission includes age years presence of certain
t2_0630,test2.csv,real-word,left-only,the,word,in,world,realword confusion within edit<=2; label=left-only; corr_both=ok,that spread all over the word in the last months
t2_0631,test2.csv,real-word,right-only,disinfection,defect,of,effect,realword confusion within edit<=2; label=right-only; corr_both=ok,available research rarely investigated disinfection defect of esd and it is
t2_0632,test2.csv,real-word,left-only,of,anemic,security,pandemic,realword confusion within edit<=2; label=left-only; corr_both=ok,comparison with the beginning of anemic security in schools are stricter
t2_0633,test2.csv,real-word,left-only,effect,files,of,sizes,realword confusion within edit<=2; label=left-only; corr_both=ok,used in calculating pooled effect files of standardized mean difference smd
t2_0634,test2.csv,real-word,right-only,considered,daly,partially,only,realword confusion within edit<=2; label=right-only; corr_both=ok,results hypothesis can be considered daly partially proven
t2_0635,test2.csv,real-word,left-only,the,engine,venture,online,realword confusion within edit<=2; label=left-only; corr_both=ok,about was to test the engine venture based learning show on
t2_0636,test2.csv,real-word,both-needed,science,pore,collection,core,realword confusion within edit<=2; label=both-needed; corr_both=ok,from the web of science pore collection the main keywords were
t2_0637,test2.csv,real-word,left-only,torres,trait,islander,strait,realword confusion within edit<=2; label=left-only; corr_both=ok,health for aboriginal and torres trait islander people
t2_0638,test2.csv,real-word,both-needed,which,patient,with,patients,realword confusion within edit<=2; label=both-needed; corr_both=ok,the sars-cov-2 virus in which patient with positive serology receive aggressive
t2_0639,test2.csv,real-word,left-only,electron,microscope,fib-sem,microscopy,realword confusion within edit<=2; label=left-only; corr_both=ok,paper focused ion beam-scanning electron microscope fib-sem nano-tomography image dataset was
t2_0640,test2.csv,real-word,left-only,should,includes,and,include,realword confusion within edit<=2; label=left-only; corr_both=ok,what food poverty definition should includes and the applicability of an
t2_0641,test2.csv,real-word,both-needed,death,hate,and,rate,realword confusion within edit<=2; label=both-needed; corr_both=ok,without covid-19 by country death hate and or world bank status
t2_0642,test2.csv,real-word,right-only,as,cell,as,well,realword confusion within edit<=2; label=right-only; corr_both=ok,viruss transmissibility and pathogenicity as cell as diagnostic equipment performance and
t2_0643,test2.csv,real-word,left-only,mental,healthy,symptoms,health,realword confusion within edit<=2; label=left-only; corr_both=ok,covid-19-related stress loneliness and mental healthy symptoms
t2_0644,test2.csv,real-word,right-only,the,lates,foundation,gates,realword confusion within edit<=2; label=right-only; corr_both=ok,institutional actors such as the lates foundation and the
t2_0645,test2.csv,real-word,right-only,less,coinfections,per,infections,realword confusion within edit<=2; label=right-only; corr_both=ok,coverage reported ci to less coinfections per population compared to those
t2_0646,test2.csv,real-word,left-only,where,pause,and,cause,realword confusion within edit<=2; label=left-only; corr_both=ok,used in any case where pause and effects are sparse in
t2_0647,test2.csv,real-word,left-only,themselves,form,conventional,from,realword confusion within edit<=2; label=left-only; corr_both=ok,sectors have quickly transformed themselves form conventional to remote forms of
t2_0648,test2.csv,real-word,right-only,perturbations,trended,to,tended,realword confusion within edit<=2; label=right-only; corr_both=ok,these perturbations trended to persist over time and
t2_0649,test2.csv,real-word,left-only,extensively,studie,in,studied,realword confusion within edit<=2; label=left-only; corr_both=ok,cerebral ischemia has been extensively studie in order to obtain effective
t2_0650,test2.csv,real-word,left-only,results,provides,insights,provide,realword confusion within edit<=2; label=left-only; corr_both=ok,the results provides insights into the profiles of
t2_0651,test2.csv,real-word,right-only,of,antivirals,defences,antiviral,realword confusion within edit<=2; label=right-only; corr_both=ok,with another through stimulation of antivirals defences in the airway mucosa
t2_0652,test2.csv,real-word,right-only,the,result,show,results,realword confusion within edit<=2; label=right-only; corr_both=ok,the result show that high risk of
t2_0653,test2.csv,real-word,both-needed,of,viet,we,view,realword confusion within edit<=2; label=both-needed; corr_both=ok,transmission from physical point of viet we consider surgical smoke produced
t2_0654,test2.csv,real-word,left-only,in,mics,that,mice,realword dist1 confusion pair; label=left-only,caused lethal cytokine shock in mics that mirrors the tissue damage
t2_0655,test2.csv,real-word,left-only,in,mics,plasma,mice,realword dist1 confusion pair; label=left-only,tnf ifn- and il-6 in mics plasma
t2_0656,test2.csv,real-word,right-only,to,mics,with,mice,realword dist1 confusion pair; label=right-only,of anti-mir-20a in vivo to mics with established osteosarcoma lung metastases
t2_0657,test2.csv,real-word,right-only,of,never,cough,fever,realword dist1 confusion pair; label=right-only,the odds of never cough shortness of breath headache
t2_0658,test2.csv,real-word,left-only,economic,outputs,but,output,realword dist1 confusion pair; label=left-only,the largest decline in economic outputs but also caused sharp decline
t2_0659,test2.csv,real-word,both-needed,patients,mals,were,males,realword dist1 confusion pair; label=both-needed,investigated results total of patients mals were included in the study
t2_0660,test2.csv,real-word,left-only,to,evaluated,the,evaluate,realword dist1 confusion pair; label=left-only,mobile application we aimed to evaluated the service as tool for
t2_0661,test2.csv,real-word,left-only,to,evaluated,this,evaluate,realword dist1 confusion pair; label=left-only,the objective was to evaluated this new service and to
t2_0662,test2.csv,real-word,left-only,to,evaluated,potential,evaluate,realword dist1 confusion pair; label=left-only,community developed predictive models to evaluated potential governmental interventions
t2_0663,test2.csv,real-word,left-only,in,parallels,to,parallel,realword dist1 confusion pair; label=left-only,execution droplets are transported in parallels to achieve high-throughput outcomes
t2_0664,test2.csv,real-word,right-only,steps,reading,to,leading,realword dist1 confusion pair; label=right-only,bdd anode involves successive steps reading to the formation of organic
t2_0665,test2.csv,real-word,right-only,restrictions,reading,to,leading,realword dist1 confusion pair; label=right-only,lifted stay-at-home orders and restrictions reading to increased non-essential work social
t2_0666,test2.csv,real-word,right-only,prompted,reading,to,leading,realword dist1 confusion pair; label=right-only,mass change would be prompted reading to the measurable tip deflection
t2_0667,test2.csv,real-word,right-only,in,renal,time,real,realword dist1 confusion pair; label=right-only,provide higher detection rate in renal time compared with existing classification
t2_0668,test2.csv,real-word,both-needed,to,code,with,cope,realword dist1 confusion pair; label=both-needed,actively uses public law to code with the crisis as result
t2_0669,test2.csv,real-word,left-only,online,formate,and,format,realword dist1 confusion pair; label=left-only,radiology elective to an online formate and present survey data obtained
